DateTime,Vehicles,AQI,CO2 Emissions (g/km),NOx Emissions (mg/km),PM2.5 Concentration (µg/m³),Pollution Category,Temperature (°C),Humidity (%),Wind Speed (km/h),Atmospheric Pressure (hPa),Area
12-04-2016 22:00,37,248,291,331,135.44,Very Unhealthy,23,65,23.5,1021.48,Kukatpally
12-04-2016 23:00,29,199,274,146,129.94,Unhealthy,24,35,19.03,1006.11,Ameerpet
13-04-2016 00:00,24,117,198,198,100.01,Unhealthy for Sensitive Groups,43,74,22.21,998.59,SR Nagar
13-04-2016 01:00,13,63,273,220,99.38,Moderate,24,49,24.1,1029.49,Gachibowli
13-04-2016 02:00,9,147,122,250,92.36,Unhealthy for Sensitive Groups,27,60,1.04,1047.75,Ameerpet
13-04-2016 03:00,7,72,337,196,38.23,Moderate,30,86,14.42,1016.88,Banjara Hills
13-04-2016 04:00,6,221,255,103,94.27,Very Unhealthy,44,36,29.57,1034.34,Miyapur
13-04-2016 05:00,7,283,375,138,92.05,Very Unhealthy,34,45,23.86,1038.92,Miyapur
13-04-2016 06:00,9,266,178,416,87.48,Very Unhealthy,43,83,10.97,1013.88,Kukatpally
13-04-2016 07:00,8,242,275,497,121.76,Very Unhealthy,39,77,8.55,1015.42,Miyapur
13-04-2016 08:00,15,164,196,138,11.59,Unhealthy,18,22,21.14,1030.27,Ameerpet
13-04-2016 09:00,20,296,243,20,71.28,Very Unhealthy,28,47,4.12,1044.76,Kukatpally
13-04-2016 10:00,19,161,375,217,12.77,Unhealthy,31,23,26.48,1037.16,SR Nagar
13-04-2016 11:00,20,256,204,38,120.39,Very Unhealthy,42,59,2.46,1034.75,Kukatpally
13-04-2016 12:00,21,145,368,112,38.79,Unhealthy for Sensitive Groups,19,76,16.77,1034.29,Ameerpet
13-04-2016 13:00,13,127,226,248,58.01,Unhealthy for Sensitive Groups,27,84,25.41,1012.92,SR Nagar
13-04-2016 14:00,18,282,250,16,52.55,Very Unhealthy,39,66,21.6,1040.25,Miyapur
13-04-2016 15:00,11,110,389,175,140.88,Unhealthy for Sensitive Groups,17,53,14.57,1005.06,SR Nagar
13-04-2016 16:00,16,134,280,13,54.16,Unhealthy for Sensitive Groups,19,64,6.88,1022.55,Ameerpet
13-04-2016 17:00,14,232,140,237,12.5,Very Unhealthy,30,51,18.01,989.6,Kukatpally
13-04-2016 18:00,18,288,220,275,10.45,Very Unhealthy,33,63,28.99,1025.5,Miyapur
13-04-2016 19:00,14,299,249,63,36.37,Very Unhealthy,42,30,2.86,1032.5,Miyapur
13-04-2016 20:00,18,120,304,261,17.99,Unhealthy for Sensitive Groups,33,55,0.95,1008.75,SR Nagar
13-04-2016 21:00,15,277,313,257,120.11,Very Unhealthy,31,32,12.59,1015.88,Kukatpally
13-04-2016 22:00,16,134,353,481,102.8,Unhealthy for Sensitive Groups,32,76,17.74,981.13,Ameerpet
13-04-2016 23:00,14,99,300,423,117.48,Moderate,32,44,10.74,1043.3,Gachibowli
14-04-2016 00:00,12,281,310,275,82.21,Very Unhealthy,39,89,21.53,1037.01,Kukatpally
14-04-2016 01:00,6,189,192,245,73.67,Unhealthy,37,56,15.69,1031.36,SR Nagar
14-04-2016 02:00,9,256,328,447,57.49,Very Unhealthy,22,23,10.41,984.75,Miyapur
14-04-2016 03:00,6,64,127,125,122.95,Moderate,32,45,23.82,995.29,Gachibowli
14-04-2016 04:00,8,194,163,50,5.26,Unhealthy,23,32,2.98,1049.24,Ameerpet
14-04-2016 05:00,5,83,243,272,79.75,Moderate,43,70,1.2,1012.15,Gachibowli
14-04-2016 06:00,5,285,166,193,59.19,Very Unhealthy,33,66,1.7,1041.41,Miyapur
14-04-2016 07:00,8,84,252,490,27.34,Moderate,24,52,24.43,1027.45,Banjara Hills
14-04-2016 08:00,6,88,224,29,108.21,Moderate,43,61,23.94,1036.71,Gachibowli
14-04-2016 09:00,12,279,329,271,43.88,Very Unhealthy,16,50,24.92,1022.69,Kukatpally
14-04-2016 10:00,16,255,112,351,65.57,Very Unhealthy,42,59,8.51,993.37,Miyapur
14-04-2016 11:00,14,232,227,263,47.02,Very Unhealthy,31,35,14.75,1016.0,Miyapur
14-04-2016 12:00,14,236,273,25,93.39,Very Unhealthy,39,75,9.59,1038.86,Kukatpally
14-04-2016 13:00,13,182,205,281,6.57,Unhealthy,38,55,17.62,1043.71,Ameerpet
14-04-2016 14:00,12,79,208,107,100.08,Moderate,27,75,25.36,1029.47,Gachibowli
14-04-2016 15:00,11,181,242,416,64.91,Unhealthy,45,67,0.6,1027.01,SR Nagar
14-04-2016 16:00,12,192,208,12,108.57,Unhealthy,42,77,17.09,1024.05,Ameerpet
14-04-2016 17:00,30,152,250,351,126.64,Unhealthy,25,34,6.03,1019.69,SR Nagar
14-04-2016 18:00,24,212,154,293,79.56,Very Unhealthy,30,34,26.1,1042.3,Kukatpally
14-04-2016 19:00,21,286,335,412,131.03,Very Unhealthy,34,40,28.71,1033.83,Miyapur
14-04-2016 20:00,15,123,295,111,24.33,Unhealthy for Sensitive Groups,21,83,24.84,1030.26,Ameerpet
14-04-2016 21:00,12,104,310,67,10.0,Unhealthy for Sensitive Groups,42,26,1.01,1008.72,SR Nagar
14-04-2016 22:00,18,243,316,198,133.39,Very Unhealthy,44,71,9.08,1012.33,Kukatpally
14-04-2016 23:00,15,285,175,115,22.08,Very Unhealthy,17,38,6.89,1010.48,Kukatpally
15-04-2016 00:00,16,109,262,177,31.25,Unhealthy for Sensitive Groups,30,65,24.79,1049.89,SR Nagar
15-04-2016 01:00,8,73,200,94,22.58,Moderate,33,57,0.54,1044.51,Gachibowli
15-04-2016 02:00,11,269,274,490,29.85,Very Unhealthy,34,32,27.68,987.44,Miyapur
15-04-2016 03:00,5,71,329,396,135.37,Moderate,30,63,17.62,1012.98,Gachibowli
15-04-2016 04:00,3,221,190,42,127.95,Very Unhealthy,16,41,22.32,998.65,Miyapur
15-04-2016 05:00,5,81,151,401,43.5,Moderate,28,90,13.67,1000.96,Banjara Hills
15-04-2016 06:00,3,144,131,432,107.17,Unhealthy for Sensitive Groups,40,54,21.21,981.1,SR Nagar
15-04-2016 07:00,8,132,234,468,119.31,Unhealthy for Sensitive Groups,34,22,10.03,989.25,Ameerpet
15-04-2016 08:00,10,228,399,435,27.46,Very Unhealthy,24,35,19.81,1021.21,Miyapur
15-04-2016 09:00,13,262,380,229,38.09,Very Unhealthy,33,64,12.92,1026.12,Kukatpally
15-04-2016 10:00,19,52,274,293,74.28,Moderate,38,35,27.96,1046.81,Gachibowli
15-04-2016 11:00,18,119,105,422,97.31,Unhealthy for Sensitive Groups,25,85,27.91,1037.77,SR Nagar
15-04-2016 12:00,11,209,306,285,66.01,Very Unhealthy,32,57,17.11,997.55,Kukatpally
15-04-2016 13:00,13,179,288,232,118.5,Unhealthy,25,43,23.2,1017.3,SR Nagar
15-04-2016 14:00,11,137,300,189,148.59,Unhealthy for Sensitive Groups,23,69,22.27,993.74,Ameerpet
15-04-2016 15:00,13,158,365,346,130.4,Unhealthy,33,76,21.19,1012.59,SR Nagar
15-04-2016 16:00,13,108,332,87,128.48,Unhealthy for Sensitive Groups,34,75,29.22,1033.74,Ameerpet
15-04-2016 17:00,12,268,181,173,34.23,Very Unhealthy,43,85,26.33,1033.23,Miyapur
15-04-2016 18:00,13,250,344,234,136.15,Very Unhealthy,24,81,22.36,1034.04,Kukatpally
15-04-2016 19:00,14,126,255,286,148.69,Unhealthy for Sensitive Groups,44,33,2.37,994.51,Ameerpet
15-04-2016 20:00,11,296,263,46,87.04,Very Unhealthy,45,85,10.65,1009.62,Miyapur
15-04-2016 21:00,6,63,272,491,115.22,Moderate,40,79,10.3,1029.26,Banjara Hills
15-04-2016 22:00,12,100,274,371,91.9,Moderate,45,40,15.37,987.29,Gachibowli
15-04-2016 23:00,12,188,100,283,148.84,Unhealthy,45,54,25.7,1003.43,Ameerpet
16-04-2016 00:00,9,127,365,466,92.68,Unhealthy for Sensitive Groups,17,49,20.16,1022.56,Ameerpet
16-04-2016 01:00,9,129,136,27,73.74,Unhealthy for Sensitive Groups,17,58,23.15,1015.96,Ameerpet
16-04-2016 02:00,4,59,134,206,27.6,Moderate,38,44,1.25,985.11,Gachibowli
16-04-2016 03:00,5,261,81,85,127.38,Very Unhealthy,22,63,1.61,1030.12,Miyapur
16-04-2016 04:00,3,129,383,258,34.36,Unhealthy for Sensitive Groups,43,78,27.85,1006.24,Ameerpet
16-04-2016 05:00,3,173,101,121,103.3,Unhealthy,43,25,6.29,1045.36,Ameerpet
16-04-2016 06:00,5,235,220,321,40.51,Very Unhealthy,20,22,23.84,999.25,Kukatpally
16-04-2016 07:00,5,83,168,459,106.28,Moderate,34,55,16.45,1048.64,Gachibowli
16-04-2016 08:00,9,170,378,11,11.68,Unhealthy,15,20,10.49,1041.44,Ameerpet
16-04-2016 09:00,10,129,154,286,30.41,Unhealthy for Sensitive Groups,34,53,22.91,1031.85,Ameerpet
16-04-2016 10:00,12,255,153,281,109.33,Very Unhealthy,38,84,28.95,995.45,Kukatpally
16-04-2016 11:00,12,102,384,173,90.68,Unhealthy for Sensitive Groups,20,45,7.77,1026.82,Ameerpet
16-04-2016 12:00,13,205,315,108,85.63,Very Unhealthy,16,37,10.57,990.78,Kukatpally
16-04-2016 13:00,14,67,244,93,18.59,Moderate,33,55,8.8,1022.13,Banjara Hills
16-04-2016 14:00,11,203,296,299,129.94,Very Unhealthy,42,25,19.34,1028.82,Kukatpally
16-04-2016 15:00,9,151,370,107,96.99,Unhealthy,21,63,21.73,1003.15,Ameerpet
16-04-2016 16:00,10,184,98,29,88.79,Unhealthy,25,59,14.35,1049.59,Ameerpet
16-04-2016 17:00,12,222,363,85,144.24,Very Unhealthy,25,49,6.44,986.12,Miyapur
16-04-2016 18:00,11,147,267,246,84.94,Unhealthy for Sensitive Groups,18,50,9.64,1022.09,Ameerpet
16-04-2016 19:00,8,288,217,380,122.09,Very Unhealthy,34,77,22.42,1030.46,Miyapur
16-04-2016 20:00,19,290,359,160,36.13,Very Unhealthy,45,74,26.51,990.07,Kukatpally
16-04-2016 21:00,7,94,281,298,52.78,Moderate,30,55,15.24,1042.99,Banjara Hills
16-04-2016 22:00,8,248,237,144,100.74,Very Unhealthy,45,49,7.46,1019.41,Miyapur
16-04-2016 23:00,11,274,312,60,96.35,Very Unhealthy,19,67,19.97,1047.47,Kukatpally
17-04-2016 00:00,7,84,194,182,17.53,Moderate,38,36,19.18,1012.37,Banjara Hills
17-04-2016 01:00,6,229,304,461,12.9,Very Unhealthy,44,46,27.28,1046.07,Miyapur
17-04-2016 02:00,5,163,124,57,35.97,Unhealthy,44,82,8.55,1019.82,SR Nagar
17-04-2016 03:00,6,280,296,123,82.41,Very Unhealthy,21,33,24.52,995.38,Kukatpally
17-04-2016 04:00,2,70,197,392,117.12,Moderate,39,45,20.12,1010.9,Gachibowli
17-04-2016 05:00,5,290,395,88,61.39,Very Unhealthy,30,62,25.2,1011.28,Kukatpally
17-04-2016 06:00,11,205,388,340,41.51,Very Unhealthy,29,20,3.09,1041.94,Miyapur
17-04-2016 07:00,15,145,360,264,90.7,Unhealthy for Sensitive Groups,19,43,24.82,1016.69,Ameerpet
17-04-2016 08:00,17,93,181,334,19.34,Moderate,15,39,14.31,1036.95,Banjara Hills
17-04-2016 09:00,19,129,211,201,29.88,Unhealthy for Sensitive Groups,34,27,23.24,1037.44,Ameerpet
17-04-2016 10:00,18,105,291,257,70.66,Unhealthy for Sensitive Groups,36,49,7.3,1015.52,Ameerpet
17-04-2016 11:00,18,187,281,279,145.17,Unhealthy,36,37,10.43,986.97,SR Nagar
17-04-2016 12:00,18,200,366,244,52.33,Unhealthy,23,32,12.44,1036.38,Ameerpet
17-04-2016 13:00,16,225,226,443,128.4,Very Unhealthy,40,67,16.51,1045.8,Miyapur
17-04-2016 14:00,15,229,337,369,146.59,Very Unhealthy,43,79,15.31,1048.33,Kukatpally
17-04-2016 15:00,13,291,339,402,124.26,Very Unhealthy,35,45,7.1,998.28,Kukatpally
17-04-2016 16:00,12,192,373,53,69.07,Unhealthy,19,28,27.11,990.04,SR Nagar
17-04-2016 17:00,14,104,112,233,122.62,Unhealthy for Sensitive Groups,36,72,28.33,990.25,Ameerpet
17-04-2016 18:00,8,92,97,30,11.5,Moderate,41,90,7.12,1027.82,Banjara Hills
17-04-2016 19:00,9,99,239,226,130.3,Moderate,20,28,11.73,1045.97,Gachibowli
17-04-2016 20:00,11,55,194,201,75.99,Moderate,17,45,24.14,985.78,Banjara Hills
17-04-2016 21:00,15,210,287,65,70.28,Very Unhealthy,20,52,23.48,1012.36,Miyapur
17-04-2016 22:00,12,111,240,475,111.23,Unhealthy for Sensitive Groups,22,52,29.21,1030.05,SR Nagar
17-04-2016 23:00,13,104,369,20,140.01,Unhealthy for Sensitive Groups,42,71,28.42,1036.63,Ameerpet
18-04-2016 00:00,11,216,386,366,41.89,Very Unhealthy,20,59,26.25,1011.99,Miyapur
18-04-2016 01:00,9,189,398,488,66.43,Unhealthy,30,23,17.6,980.33,Ameerpet
18-04-2016 02:00,6,165,126,391,99.35,Unhealthy,42,47,10.14,989.19,SR Nagar
18-04-2016 03:00,5,277,131,66,92.94,Very Unhealthy,30,73,15.67,985.62,Kukatpally
18-04-2016 04:00,5,80,131,232,39.04,Moderate,41,87,23.14,1017.28,Gachibowli
18-04-2016 05:00,7,123,250,114,7.59,Unhealthy for Sensitive Groups,35,68,3.13,1030.2,Ameerpet
18-04-2016 06:00,6,230,185,497,28.63,Very Unhealthy,17,25,21.09,1032.12,Kukatpally
18-04-2016 07:00,8,83,177,475,10.75,Moderate,31,52,26.88,1003.01,Gachibowli
18-04-2016 08:00,12,218,288,223,13.76,Very Unhealthy,35,24,6.31,995.71,Miyapur
18-04-2016 09:00,16,59,210,90,40.63,Moderate,20,37,24.34,1014.14,Gachibowli
18-04-2016 10:00,20,101,301,118,109.97,Unhealthy for Sensitive Groups,44,22,26.72,1014.77,SR Nagar
18-04-2016 11:00,27,252,302,352,42.23,Very Unhealthy,20,21,2.01,1040.97,Miyapur
18-04-2016 12:00,25,234,394,47,37.65,Very Unhealthy,44,84,28.74,1040.07,Miyapur
18-04-2016 13:00,18,127,206,129,97.32,Unhealthy for Sensitive Groups,36,54,15.07,991.66,SR Nagar
18-04-2016 14:00,20,52,205,165,86.66,Moderate,33,70,13.74,984.87,Gachibowli
18-04-2016 15:00,13,234,209,16,78.7,Very Unhealthy,45,87,18.08,1011.13,Miyapur
18-04-2016 16:00,16,210,275,427,98.66,Very Unhealthy,34,54,6.41,1020.8,Miyapur
18-04-2016 17:00,17,184,123,139,56.77,Unhealthy,29,63,19.91,1045.5,SR Nagar
18-04-2016 18:00,18,53,373,53,7.15,Moderate,33,48,24.27,1041.73,Banjara Hills
18-04-2016 19:00,20,216,267,203,67.35,Very Unhealthy,16,55,9.67,1036.86,Kukatpally
18-04-2016 20:00,15,97,323,159,58.18,Moderate,22,61,7.67,1046.44,Gachibowli
18-04-2016 21:00,17,123,170,451,116.92,Unhealthy for Sensitive Groups,21,26,27.45,1029.24,Ameerpet
18-04-2016 22:00,12,128,94,257,18.09,Unhealthy for Sensitive Groups,41,32,14.03,991.2,Ameerpet
18-04-2016 23:00,15,193,261,394,118.26,Unhealthy,22,41,18.87,1042.11,SR Nagar
19-04-2016 00:00,10,215,398,107,108.1,Very Unhealthy,27,76,25.66,1029.0,Kukatpally
19-04-2016 01:00,10,53,141,46,53.46,Moderate,36,64,21.51,1033.79,Gachibowli
19-04-2016 02:00,8,53,157,322,95.99,Moderate,41,73,9.65,1018.54,Banjara Hills
19-04-2016 03:00,5,169,353,148,81.36,Unhealthy,29,21,0.61,1037.25,SR Nagar
19-04-2016 04:00,4,168,330,70,35.86,Unhealthy,26,76,14.07,986.95,SR Nagar
19-04-2016 05:00,4,277,150,484,136.08,Very Unhealthy,29,53,7.45,1029.12,Kukatpally
19-04-2016 06:00,7,204,103,151,32.51,Very Unhealthy,28,63,12.59,1010.35,Kukatpally
19-04-2016 07:00,9,263,373,81,25.02,Very Unhealthy,21,88,13.75,993.57,Miyapur
19-04-2016 08:00,6,263,213,90,64.43,Very Unhealthy,31,72,25.97,1008.14,Kukatpally
19-04-2016 09:00,13,66,325,86,112.73,Moderate,40,81,23.0,1040.28,Banjara Hills
19-04-2016 10:00,17,286,281,241,37.1,Very Unhealthy,19,52,5.88,996.04,Kukatpally
19-04-2016 11:00,19,275,101,376,130.67,Very Unhealthy,34,88,9.48,1024.91,Miyapur
19-04-2016 12:00,18,145,240,272,88.77,Unhealthy for Sensitive Groups,24,20,17.51,1033.36,Ameerpet
19-04-2016 13:00,17,293,294,88,32.57,Very Unhealthy,33,54,16.96,1003.0,Miyapur
19-04-2016 14:00,15,119,125,434,83.7,Unhealthy for Sensitive Groups,32,44,16.37,998.54,Ameerpet
19-04-2016 15:00,17,231,184,119,38.73,Very Unhealthy,44,23,28.57,1028.35,Miyapur
19-04-2016 16:00,13,146,249,280,34.34,Unhealthy for Sensitive Groups,44,86,20.78,986.2,Ameerpet
19-04-2016 17:00,15,57,164,244,27.24,Moderate,39,29,2.91,1018.99,Gachibowli
19-04-2016 18:00,22,163,391,237,90.31,Unhealthy,38,39,28.21,1041.46,SR Nagar
19-04-2016 19:00,24,230,156,215,6.44,Very Unhealthy,24,59,13.9,1022.26,Kukatpally
19-04-2016 20:00,24,277,121,103,143.17,Very Unhealthy,45,86,17.42,1006.26,Kukatpally
19-04-2016 21:00,25,54,92,199,8.9,Moderate,16,34,24.58,1033.96,Gachibowli
19-04-2016 22:00,19,246,389,195,139.88,Very Unhealthy,20,47,6.4,1005.57,Miyapur
19-04-2016 23:00,16,96,370,127,53.12,Moderate,17,54,15.36,997.6,Banjara Hills
20-04-2016 00:00,55,251,88,56,87.66,Very Unhealthy,33,26,25.78,986.15,Kukatpally
20-04-2016 01:00,20,89,92,301,77.53,Moderate,19,73,22.1,1040.81,Banjara Hills
20-04-2016 02:00,11,171,101,136,49.62,Unhealthy,21,61,10.52,1024.97,Ameerpet
20-04-2016 03:00,10,184,119,87,50.21,Unhealthy,21,57,17.68,1013.14,SR Nagar
20-04-2016 04:00,6,189,206,13,24.57,Unhealthy,41,83,0.24,1025.09,Ameerpet
20-04-2016 05:00,8,143,248,338,53.9,Unhealthy for Sensitive Groups,24,76,1.42,991.29,Ameerpet
20-04-2016 06:00,10,202,342,362,96.92,Very Unhealthy,15,48,3.4,981.88,Kukatpally
20-04-2016 07:00,18,77,301,67,90.82,Moderate,25,85,20.83,1036.36,Gachibowli
20-04-2016 08:00,21,220,302,256,128.91,Very Unhealthy,37,25,18.6,1043.25,Kukatpally
20-04-2016 09:00,28,126,390,197,37.44,Unhealthy for Sensitive Groups,21,21,27.48,987.03,SR Nagar
20-04-2016 10:00,36,224,200,209,28.43,Very Unhealthy,20,58,21.26,1009.79,Miyapur
20-04-2016 11:00,41,98,301,88,121.65,Moderate,20,25,12.62,1043.32,Gachibowli
20-04-2016 12:00,28,135,158,239,122.0,Unhealthy for Sensitive Groups,27,33,26.01,1036.72,Ameerpet
20-04-2016 13:00,21,103,178,422,110.64,Unhealthy for Sensitive Groups,30,37,1.28,1008.22,Ameerpet
20-04-2016 14:00,25,67,314,330,25.33,Moderate,27,89,0.3,986.68,Gachibowli
20-04-2016 15:00,27,76,265,495,135.26,Moderate,16,41,7.51,1002.61,Gachibowli
20-04-2016 16:00,25,121,358,381,62.76,Unhealthy for Sensitive Groups,33,32,3.83,1036.87,Ameerpet
20-04-2016 17:00,22,183,260,164,56.67,Unhealthy,33,29,8.11,996.54,SR Nagar
20-04-2016 18:00,23,252,372,87,26.36,Very Unhealthy,43,46,9.17,1045.14,Miyapur
20-04-2016 19:00,24,270,355,465,30.93,Very Unhealthy,33,33,13.66,1005.5,Kukatpally
20-04-2016 20:00,23,171,315,16,19.1,Unhealthy,32,28,18.32,1039.69,Ameerpet
20-04-2016 21:00,34,154,225,97,82.46,Unhealthy,39,28,10.57,1009.87,Ameerpet
20-04-2016 22:00,29,299,147,345,59.93,Very Unhealthy,20,76,29.02,1017.31,Miyapur
20-04-2016 23:00,22,118,381,202,26.92,Unhealthy for Sensitive Groups,16,54,16.25,1035.74,Ameerpet
21-04-2016 00:00,18,120,255,243,103.31,Unhealthy for Sensitive Groups,33,45,26.29,1002.08,Ameerpet
21-04-2016 01:00,11,199,99,341,52.3,Unhealthy,40,60,24.07,980.76,SR Nagar
21-04-2016 02:00,9,236,151,306,103.0,Very Unhealthy,20,86,1.44,992.18,Kukatpally
21-04-2016 03:00,9,224,184,83,120.97,Very Unhealthy,34,49,14.14,1006.3,Kukatpally
21-04-2016 04:00,3,166,86,307,95.95,Unhealthy,37,48,24.19,1046.9,SR Nagar
21-04-2016 05:00,8,295,385,428,6.37,Very Unhealthy,36,87,27.2,1044.89,Kukatpally
21-04-2016 06:00,7,245,132,427,46.11,Very Unhealthy,29,33,18.99,1047.15,Miyapur
21-04-2016 07:00,13,81,346,402,8.71,Moderate,20,71,27.96,1041.82,Banjara Hills
21-04-2016 08:00,13,260,283,314,56.8,Very Unhealthy,42,58,19.9,1033.22,Kukatpally
21-04-2016 09:00,18,158,111,415,126.72,Unhealthy,17,40,6.25,981.03,Ameerpet
21-04-2016 10:00,36,146,270,430,122.32,Unhealthy for Sensitive Groups,25,90,16.76,1010.9,SR Nagar
21-04-2016 11:00,31,50,262,325,28.57,Good,22,25,22.68,1047.72,Banjara Hills
21-04-2016 12:00,30,231,266,21,103.0,Very Unhealthy,39,74,19.99,987.78,Miyapur
21-04-2016 13:00,22,223,398,388,132.22,Very Unhealthy,36,59,2.5,1031.08,Kukatpally
21-04-2016 14:00,27,218,233,301,130.34,Very Unhealthy,32,89,7.11,1031.97,Kukatpally
21-04-2016 15:00,28,297,130,307,121.58,Very Unhealthy,31,44,20.63,995.01,Miyapur
21-04-2016 16:00,25,157,368,361,40.05,Unhealthy,33,23,15.85,1044.98,SR Nagar
21-04-2016 17:00,28,163,105,392,146.31,Unhealthy,33,53,0.93,995.02,SR Nagar
21-04-2016 18:00,24,90,357,90,109.21,Moderate,38,41,22.15,1046.05,Banjara Hills
21-04-2016 19:00,21,57,289,395,105.79,Moderate,35,75,2.38,1022.04,Banjara Hills
21-04-2016 20:00,23,209,332,424,138.24,Very Unhealthy,31,65,5.54,980.58,Kukatpally
21-04-2016 21:00,24,79,270,285,54.84,Moderate,41,75,27.13,1022.81,Gachibowli
21-04-2016 22:00,24,95,224,383,70.18,Moderate,18,46,9.45,1018.87,Gachibowli
21-04-2016 23:00,20,269,120,47,68.15,Very Unhealthy,21,54,1.03,1025.91,Kukatpally
22-04-2016 00:00,14,154,155,142,21.87,Unhealthy,19,35,0.52,1016.62,SR Nagar
22-04-2016 01:00,11,229,374,209,46.84,Very Unhealthy,40,39,28.07,1021.61,Miyapur
22-04-2016 02:00,7,145,240,281,107.05,Unhealthy for Sensitive Groups,45,34,11.18,1021.45,SR Nagar
22-04-2016 03:00,5,266,367,69,10.7,Very Unhealthy,43,43,18.64,1038.03,Kukatpally
22-04-2016 04:00,7,275,228,105,72.02,Very Unhealthy,30,81,12.42,1026.27,Miyapur
22-04-2016 05:00,6,110,271,12,109.94,Unhealthy for Sensitive Groups,20,63,6.4,999.28,SR Nagar
22-04-2016 06:00,7,274,145,210,111.67,Very Unhealthy,28,33,26.33,983.42,Kukatpally
22-04-2016 07:00,11,190,256,131,137.75,Unhealthy,40,70,28.49,1008.25,SR Nagar
22-04-2016 08:00,13,138,110,237,86.25,Unhealthy for Sensitive Groups,34,41,29.64,1025.79,SR Nagar
22-04-2016 09:00,16,283,278,42,35.07,Very Unhealthy,16,51,1.24,995.73,Kukatpally
22-04-2016 10:00,20,217,153,335,116.78,Very Unhealthy,39,44,1.51,1048.08,Miyapur
22-04-2016 11:00,21,280,190,105,78.33,Very Unhealthy,45,68,25.74,1049.14,Kukatpally
22-04-2016 12:00,25,175,173,283,123.04,Unhealthy,32,42,5.28,1011.9,SR Nagar
22-04-2016 13:00,18,110,248,269,36.99,Unhealthy for Sensitive Groups,32,56,16.85,1047.44,Ameerpet
22-04-2016 14:00,24,169,376,181,6.04,Unhealthy,27,22,17.4,1032.09,Ameerpet
22-04-2016 15:00,25,221,340,247,45.7,Very Unhealthy,42,79,19.86,1025.93,Kukatpally
22-04-2016 16:00,21,290,292,357,31.52,Very Unhealthy,32,78,1.13,1033.14,Kukatpally
22-04-2016 17:00,24,239,341,172,109.03,Very Unhealthy,31,42,9.26,1027.75,Kukatpally
22-04-2016 18:00,17,170,397,380,77.78,Unhealthy,27,52,15.42,1038.03,SR Nagar
22-04-2016 19:00,28,221,351,107,59.2,Very Unhealthy,42,73,5.23,981.61,Miyapur
22-04-2016 20:00,34,97,287,385,16.17,Moderate,26,58,28.32,1043.12,Banjara Hills
22-04-2016 21:00,30,251,162,43,35.94,Very Unhealthy,17,44,24.86,996.97,Miyapur
22-04-2016 22:00,25,108,319,122,139.61,Unhealthy for Sensitive Groups,36,82,4.18,1018.25,Ameerpet
22-04-2016 23:00,32,234,202,174,34.89,Very Unhealthy,21,78,20.13,1039.83,Kukatpally
23-04-2016 00:00,54,272,244,490,89.08,Very Unhealthy,15,50,12.31,1003.27,Kukatpally
23-04-2016 01:00,20,285,143,409,124.04,Very Unhealthy,44,68,9.34,1049.1,Kukatpally
23-04-2016 02:00,14,60,176,239,47.2,Moderate,19,79,8.73,993.32,Gachibowli
23-04-2016 03:00,12,74,148,494,121.25,Moderate,35,83,19.88,994.76,Gachibowli
23-04-2016 04:00,9,238,280,197,51.96,Very Unhealthy,15,57,27.11,1015.46,Miyapur
23-04-2016 05:00,5,95,214,117,88.42,Moderate,18,90,25.09,985.4,Banjara Hills
23-04-2016 06:00,14,103,377,218,45.85,Unhealthy for Sensitive Groups,40,27,10.47,981.13,SR Nagar
23-04-2016 07:00,20,293,391,288,88.53,Very Unhealthy,15,32,21.23,1026.54,Miyapur
23-04-2016 08:00,20,286,170,404,35.59,Very Unhealthy,27,45,15.82,1012.2,Miyapur
23-04-2016 09:00,32,83,368,124,122.26,Moderate,28,29,13.21,1029.75,Banjara Hills
23-04-2016 10:00,42,133,361,43,74.69,Unhealthy for Sensitive Groups,29,75,8.9,1046.89,Ameerpet
23-04-2016 11:00,44,184,352,67,138.0,Unhealthy,31,23,2.44,1046.01,Ameerpet
23-04-2016 12:00,44,274,100,98,96.34,Very Unhealthy,26,50,5.77,1032.37,Kukatpally
23-04-2016 13:00,42,111,81,313,125.05,Unhealthy for Sensitive Groups,45,36,16.99,1010.2,SR Nagar
23-04-2016 14:00,38,106,158,476,128.29,Unhealthy for Sensitive Groups,21,27,21.86,1011.88,Ameerpet
23-04-2016 15:00,38,276,123,81,81.32,Very Unhealthy,37,71,1.1,1012.33,Miyapur
23-04-2016 16:00,35,142,273,77,108.86,Unhealthy for Sensitive Groups,33,56,11.37,1040.07,Ameerpet
23-04-2016 17:00,36,165,150,143,85.58,Unhealthy,37,39,4.97,1037.15,Ameerpet
23-04-2016 18:00,37,125,115,97,8.29,Unhealthy for Sensitive Groups,17,66,18.06,1029.4,SR Nagar
23-04-2016 19:00,51,182,125,221,109.14,Unhealthy,32,70,25.94,1025.7,SR Nagar
23-04-2016 20:00,65,125,314,268,149.07,Unhealthy for Sensitive Groups,40,77,27.89,999.57,Ameerpet
23-04-2016 21:00,58,270,303,370,131.15,Very Unhealthy,45,63,26.56,1016.83,Kukatpally
23-04-2016 22:00,60,212,146,323,12.63,Very Unhealthy,18,30,26.17,1003.76,Kukatpally
23-04-2016 23:00,56,261,338,32,140.48,Very Unhealthy,44,31,18.03,1020.42,Miyapur
24-04-2016 00:00,43,86,198,194,34.13,Moderate,40,29,7.29,1044.05,Gachibowli
